"time_sec","total_count","normal_ratio","blank_screen_ratio","end_early_ratio","no_act_ratio","no_delivery_ratio","handoff_ratio","refresh_ratio"
"2018-10-15 03:00:00",15,10,1,0,0,4,0,0
"2018-10-15 03:15:00",8,4,3,0,1,0,0,0
"2018-10-15 03:30:00",25,9,11,0,2,3,0,0
"2018-10-15 03:45:00",1,1,0,0,0,0,0,0
"2018-10-15 04:00:00",7,1,6,0,0,0,0,0
"2018-10-15 04:15:00",16,2,9,0,2,3,0,0
"2018-10-15 04:30:00",4,3,0,0,0,1,0,0
"2018-10-15 04:45:00",5,2,0,0,0,3,0,0
"2018-10-15 05:00:00",7,5,1,0,0,1,0,0
"2018-10-15 05:15:00",3,2,0,0,0,1,0,0
"2018-10-15 05:30:00",12,7,2,0,0,3,0,0
"2018-10-15 05:45:00",3,1,0,0,2,0,0,0
"2018-10-15 06:00:00",4,3,0,0,1,0,0,0
"2018-10-15 06:15:00",1,0,0,0,1,0,0,0
"2018-10-15 06:30:00",5,3,0,0,1,1,0,0
"2018-10-15 07:00:00",2,1,0,0,0,1,0,0
"2018-10-15 07:15:00",3,2,0,0,0,1,0,0
"2018-10-15 07:30:00",1,0,0,0,0,1,0,0
"2018-10-15 07:45:00",2,2,0,0,0,0,0,0
"2018-10-15 08:00:00",4,3,0,0,0,1,0,0
"2018-10-15 08:15:00",3,2,1,0,0,0,0,0
"2018-10-15 08:30:00",1,1,0,0,0,0,0,0
"2018-10-15 08:45:00",1,1,0,0,0,0,0,0
"2018-10-15 09:00:00",37,5,27,0,4,1,0,0
"2018-10-15 09:15:00",11,4,6,0,0,1,0,0
"2018-10-15 09:30:00",2,2,0,0,0,0,0,0
"2018-10-15 09:45:00",1,0,1,0,0,0,0,0
"2018-10-15 10:00:00",7,5,1,0,0,1,0,0
"2018-10-15 10:15:00",3,3,0,0,0,0,0,0
"2018-10-15 10:30:00",6,4,1,0,0,1,0,0
"2018-10-15 10:45:00",4,3,0,0,0,1,0,0
"2018-10-15 11:00:00",7,4,2,0,0,1,0,0
"2018-10-15 11:15:00",3,2,0,0,0,1,0,0
"2018-10-15 11:30:00",1,1,0,0,0,0,0,0
"2018-10-15 11:45:00",4,3,1,0,0,0,0,0
"2018-10-15 12:00:00",2,1,1,0,0,0,0,0
"2018-10-15 12:15:00",5,4,1,0,0,0,0,0
"2018-10-15 12:30:00",4,4,0,0,0,0,0,0
"2018-10-15 12:45:00",6,4,0,0,0,2,0,0
"2018-10-15 13:00:00",5,3,2,0,0,0,0,0
"2018-10-15 13:15:00",8,5,0,0,0,3,0,0
"2018-10-15 13:30:00",7,4,0,0,1,2,0,0
"2018-10-15 13:45:00",15,5,0,0,1,9,0,0
"2018-10-15 14:00:00",13,2,1,0,0,10,0,0
"2018-10-15 14:15:00",11,9,1,0,0,1,0,0
"2018-10-15 14:30:00",25,11,8,0,1,5,0,0
"2018-10-15 14:45:00",25,14,7,0,0,4,0,0
"2018-10-15 15:00:00",6,5,0,0,0,1,0,0
"2018-10-15 15:15:00",11,10,1,0,0,0,0,0
"2018-10-15 15:30:00",12,11,0,0,0,1,0,0
"2018-10-15 15:45:00",10,9,1,0,0,0,0,0
"2018-10-15 16:00:00",17,15,0,0,0,2,0,0
"2018-10-15 16:15:00",11,10,0,0,0,1,0,0
"2018-10-15 16:30:00",11,9,2,0,0,0,0,0
"2018-10-15 16:45:00",14,11,3,0,0,0,0,0
"2018-10-15 17:00:00",12,8,0,0,0,4,0,0
"2018-10-15 17:15:00",17,17,0,0,0,0,0,0
"2018-10-15 17:30:00",19,18,1,0,0,0,0,0
"2018-10-15 17:45:00",13,13,0,0,0,0,0,0
"2018-10-15 18:00:00",18,18,0,0,0,0,0,0
"2018-10-15 18:15:00",10,9,1,0,0,0,0,0
"2018-10-15 18:30:00",32,5,12,0,0,15,0,0
"2018-10-15 18:45:00",13,7,6,0,0,0,0,0
"2018-10-15 19:00:00",9,9,0,0,0,0,0,0
"2018-10-15 19:15:00",18,5,0,0,0,13,0,0
"2018-10-15 19:30:00",12,0,0,0,0,12,0,0
"2018-10-15 19:45:00",22,0,0,0,0,22,0,0
"2018-10-15 20:00:00",14,10,0,0,0,4,0,0
"2018-10-15 20:15:00",14,7,0,0,0,7,0,0
"2018-10-15 20:30:00",20,19,1,0,0,0,0,0
"2018-10-15 20:45:00",19,15,3,0,0,1,0,0
"2018-10-15 21:00:00",27,17,6,0,0,4,0,0
"2018-10-15 21:15:00",29,22,2,0,0,5,0,0
"2018-10-15 21:30:00",14,9,1,0,0,4,0,0
"2018-10-15 21:45:00",20,9,6,0,0,5,0,0
"2018-10-15 22:00:00",20,10,0,0,0,10,0,0
"2018-10-15 22:15:00",22,13,0,0,0,9,0,0
"2018-10-15 22:30:00",21,7,0,0,0,14,0,0
"2018-10-15 22:45:00",27,9,3,0,0,15,0,0
"2018-10-15 23:00:00",15,9,1,0,0,5,0,0
"2018-10-15 23:15:00",19,10,0,0,0,9,0,0
"2018-10-15 23:30:00",21,11,0,0,0,10,0,0
"2018-10-15 23:45:00",15,6,0,0,0,9,0,0
"2018-10-16 00:00:00",23,14,2,0,0,7,0,0
"2018-10-16 00:15:00",21,12,0,0,0,9,0,0
"2018-10-16 00:30:00",20,13,1,0,0,6,0,0
"2018-10-16 00:45:00",15,6,2,0,1,6,0,0
"2018-10-16 01:00:00",23,13,4,0,0,6,0,0
"2018-10-16 01:15:00",9,4,0,0,0,5,0,0
"2018-10-16 01:30:00",11,7,0,0,0,4,0,0
"2018-10-16 01:45:00",10,8,1,0,0,1,0,0
"2018-10-16 02:00:00",12,8,0,0,1,3,0,0
"2018-10-16 02:15:00",26,18,4,0,0,4,0,0
"2018-10-16 02:30:00",20,17,0,0,0,3,0,0
"2018-10-16 02:45:00",17,10,0,0,0,7,0,0
"2018-10-16 03:00:00",12,7,0,0,0,5,0,0
"2018-10-16 03:15:00",14,8,1,0,0,5,0,0
"2018-10-16 03:30:00",10,7,0,0,0,3,0,0
"2018-10-16 03:45:00",9,8,0,0,0,1,0,0
"2018-10-16 04:00:00",7,4,0,0,0,3,0,0
"2018-10-16 04:15:00",13,0,0,12,0,1,0,0
"2018-10-16 04:30:00",5,0,0,5,0,0,0,0
"2018-10-16 04:45:00",10,1,2,7,0,0,0,0
"2018-10-16 05:00:00",8,1,0,7,0,0,0,0
"2018-10-16 05:15:00",10,3,0,7,0,0,0,0
"2018-10-16 05:30:00",8,0,0,5,0,3,0,0
"2018-10-16 05:45:00",6,0,1,3,1,1,0,0
"2018-10-16 06:00:00",9,0,1,8,0,0,0,0
"2018-10-16 06:15:00",12,7,5,0,0,0,0,0
"2018-10-16 06:30:00",5,3,0,2,0,0,0,0
"2018-10-16 06:45:00",5,3,0,2,0,0,0,0
"2018-10-16 07:00:00",10,5,3,2,0,0,0,0
"2018-10-16 07:15:00",8,4,2,2,0,0,0,0
"2018-10-16 07:30:00",3,3,0,0,0,0,0,0
"2018-10-16 07:45:00",13,5,4,4,0,0,0,0
"2018-10-16 08:00:00",7,3,2,2,0,0,0,0
"2018-10-16 08:15:00",14,11,0,3,0,0,0,0
"2018-10-16 08:30:00",14,9,2,3,0,0,0,0
"2018-10-16 08:45:00",7,4,0,3,0,0,0,0
"2018-10-16 09:00:00",7,4,1,2,0,0,0,0
"2018-10-16 09:15:00",5,5,0,0,0,0,0,0
"2018-10-16 09:30:00",13,6,6,1,0,0,0,0
"2018-10-16 09:45:00",9,6,0,3,0,0,0,0
"2018-10-16 10:00:00",11,9,2,0,0,0,0,0
"2018-10-16 10:15:00",12,11,0,0,0,1,0,0
"2018-10-16 10:30:00",4,3,0,1,0,0,0,0
"2018-10-16 10:45:00",7,3,0,4,0,0,0,0
"2018-10-16 11:00:00",6,4,0,2,0,0,0,0
"2018-10-16 11:15:00",7,4,0,3,0,0,0,0
"2018-10-16 11:30:00",8,6,0,2,0,0,0,0
"2018-10-16 11:45:00",14,8,4,2,0,0,0,0
"2018-10-16 12:00:00",8,6,0,2,0,0,0,0
"2018-10-16 12:15:00",12,6,0,4,0,2,0,0
"2018-10-16 12:30:00",9,5,0,4,0,0,0,0
"2018-10-16 12:45:00",11,5,1,5,0,0,0,0
"2018-10-16 13:00:00",4,1,1,2,0,0,0,0
"2018-10-16 13:15:00",10,5,1,4,0,0,0,0
"2018-10-16 13:30:00",6,3,0,2,0,1,0,0
"2018-10-16 13:45:00",25,8,8,9,0,0,0,0
"2018-10-16 14:00:00",25,10,9,6,0,0,0,0
"2018-10-16 14:15:00",23,11,1,11,0,0,0,0
"2018-10-16 14:30:00",18,9,1,8,0,0,0,0
"2018-10-16 14:45:00",24,11,7,6,0,0,0,0
"2018-10-16 15:00:00",19,11,0,8,0,0,0,0
"2018-10-16 15:15:00",26,18,2,6,0,0,0,0
"2018-10-16 15:30:00",32,16,6,10,0,0,0,0
"2018-10-16 15:45:00",17,14,0,3,0,0,0,0
"2018-10-16 16:00:00",15,11,1,3,0,0,0,0
"2018-10-16 16:15:00",16,14,2,0,0,0,0,0
"2018-10-16 16:30:00",34,18,15,1,0,0,0,0
"2018-10-16 16:45:00",23,12,1,10,0,0,0,0
"2018-10-16 17:00:00",30,20,7,3,0,0,0,0
"2018-10-16 17:15:00",21,17,3,1,0,0,0,0
"2018-10-16 17:30:00",18,15,2,1,0,0,0,0
"2018-10-16 17:45:00",18,18,0,0,0,0,0,0
"2018-10-16 18:00:00",24,21,3,0,0,0,0,0
"2018-10-16 18:15:00",32,15,15,2,0,0,0,0
"2018-10-16 18:30:00",44,26,14,4,0,0,0,0
"2018-10-16 18:45:00",23,23,0,0,0,0,0,0
"2018-10-16 19:00:00",27,23,3,1,0,0,0,0
"2018-10-16 19:15:00",24,22,2,0,0,0,0,0
"2018-10-16 19:30:00",30,26,3,1,0,0,0,0
"2018-10-16 19:45:00",28,23,2,2,1,0,0,0
"2018-10-16 20:00:00",33,26,5,2,0,0,0,0
"2018-10-16 20:15:00",26,26,0,0,0,0,0,0
"2018-10-16 20:30:00",22,21,1,0,0,0,0,0
"2018-10-16 20:45:00",24,22,2,0,0,0,0,0
"2018-10-16 21:00:00",28,15,9,4,0,0,0,0
"2018-10-16 21:15:00",21,20,1,0,0,0,0,0
"2018-10-16 21:30:00",27,20,5,1,1,0,0,0
"2018-10-16 21:45:00",25,18,3,4,0,0,0,0
"2018-10-16 22:00:00",25,19,4,2,0,0,0,0
"2018-10-16 22:15:00",24,14,7,3,0,0,0,0
"2018-10-16 22:30:00",21,16,3,2,0,0,0,0
"2018-10-16 22:45:00",31,23,6,2,0,0,0,0
"2018-10-16 23:00:00",11,10,1,0,0,0,0,0
"2018-10-16 23:15:00",25,23,2,0,0,0,0,0
"2018-10-16 23:30:00",16,12,2,2,0,0,0,0
"2018-10-16 23:45:00",13,13,0,0,0,0,0,0
"2018-10-17 00:00:00",18,17,1,0,0,0,0,0
"2018-10-17 00:15:00",19,18,1,0,0,0,0,0
"2018-10-17 00:30:00",28,16,6,6,0,0,0,0
"2018-10-17 00:45:00",18,18,0,0,0,0,0,0
"2018-10-17 01:00:00",22,21,0,1,0,0,0,0
"2018-10-17 01:15:00",8,8,0,0,0,0,0,0
"2018-10-17 01:30:00",17,13,4,0,0,0,0,0
"2018-10-17 01:45:00",6,6,0,0,0,0,0,0
"2018-10-17 02:00:00",15,15,0,0,0,0,0,0
"2018-10-17 02:15:00",7,7,0,0,0,0,0,0
"2018-10-17 02:30:00",9,9,0,0,0,0,0,0
"2018-10-17 02:45:00",6,6,0,0,0,0,0,0
"2018-10-17 03:00:00",10,9,1,0,0,0,0,0
"2018-10-17 03:15:00",17,13,4,0,0,0,0,0
"2018-10-17 03:30:00",15,13,2,0,0,0,0,0
"2018-10-17 03:45:00",19,12,5,1,1,0,0,0
"2018-10-17 04:00:00",7,7,0,0,0,0,0,0
"2018-10-17 04:15:00",10,8,2,0,0,0,0,0
"2018-10-17 04:30:00",16,11,3,2,0,0,0,0
"2018-10-17 04:45:00",10,10,0,0,0,0,0,0
"2018-10-17 05:00:00",12,9,2,1,0,0,0,0
"2018-10-17 05:15:00",16,12,4,0,0,0,0,0
"2018-10-17 05:30:00",15,11,2,0,1,1,0,0
"2018-10-17 05:45:00",14,9,4,1,0,0,0,0
"2018-10-17 06:00:00",15,14,1,0,0,0,0,0
"2018-10-17 06:15:00",8,6,2,0,0,0,0,0
"2018-10-17 06:30:00",7,7,0,0,0,0,0,0
"2018-10-17 06:45:00",7,7,0,0,0,0,0,0
"2018-10-17 07:00:00",16,14,2,0,0,0,0,0
"2018-10-17 07:15:00",19,13,6,0,0,0,0,0
"2018-10-17 07:30:00",11,6,5,0,0,0,0,0
"2018-10-17 07:45:00",19,9,10,0,0,0,0,0
"2018-10-17 08:00:00",6,6,0,0,0,0,0,0
"2018-10-17 08:15:00",8,8,0,0,0,0,0,0
"2018-10-17 08:30:00",10,10,0,0,0,0,0,0
"2018-10-17 08:45:00",7,7,0,0,0,0,0,0
"2018-10-17 09:00:00",6,6,0,0,0,0,0,0
"2018-10-17 09:15:00",6,6,0,0,0,0,0,0
"2018-10-17 09:30:00",4,4,0,0,0,0,0,0
"2018-10-17 09:45:00",10,6,4,0,0,0,0,0
"2018-10-17 10:00:00",5,4,1,0,0,0,0,0
"2018-10-17 10:15:00",5,5,0,0,0,0,0,0
"2018-10-17 10:30:00",7,6,1,0,0,0,0,0
"2018-10-17 10:45:00",7,7,0,0,0,0,0,0
"2018-10-17 11:00:00",10,10,0,0,0,0,0,0
"2018-10-17 11:15:00",13,12,0,1,0,0,0,0
"2018-10-17 11:30:00",10,9,1,0,0,0,0,0
"2018-10-17 11:45:00",9,7,2,0,0,0,0,0
"2018-10-17 12:00:00",8,6,1,1,0,0,0,0
"2018-10-17 12:15:00",14,13,1,0,0,0,0,0
"2018-10-17 12:30:00",8,7,0,1,0,0,0,0
"2018-10-17 12:45:00",12,12,0,0,0,0,0,0
"2018-10-17 13:00:00",12,11,1,0,0,0,0,0
"2018-10-17 13:15:00",10,10,0,0,0,0,0,0
"2018-10-17 13:30:00",9,6,2,0,0,1,0,0
"2018-10-17 13:45:00",13,10,3,0,0,0,0,0
"2018-10-17 14:00:00",30,10,20,0,0,0,0,0
"2018-10-17 14:15:00",28,18,10,0,0,0,0,0
"2018-10-17 14:30:00",28,18,8,2,0,0,0,0
"2018-10-17 14:45:00",21,19,1,1,0,0,0,0
"2018-10-17 15:00:00",26,17,9,0,0,0,0,0
"2018-10-17 15:15:00",26,18,5,3,0,0,0,0
"2018-10-17 15:30:00",19,15,2,2,0,0,0,0
"2018-10-17 15:45:00",19,15,2,2,0,0,0,0
"2018-10-17 16:00:00",31,23,6,2,0,0,0,0
"2018-10-17 16:15:00",36,32,3,1,0,0,0,0
"2018-10-17 16:30:00",22,22,0,0,0,0,0,0
"2018-10-17 16:45:00",16,16,0,0,0,0,0,0
"2018-10-17 17:00:00",26,12,13,1,0,0,0,0
"2018-10-17 17:15:00",32,15,17,0,0,0,0,0
"2018-10-17 17:30:00",13,12,1,0,0,0,0,0
"2018-10-17 17:45:00",16,16,0,0,0,0,0,0
"2018-10-17 18:00:00",15,14,1,0,0,0,0,0
"2018-10-17 18:15:00",14,14,0,0,0,0,0,0
"2018-10-17 18:30:00",11,8,2,1,0,0,0,0
"2018-10-17 18:45:00",8,8,0,0,0,0,0,0
"2018-10-17 19:00:00",11,9,2,0,0,0,0,0
"2018-10-17 19:15:00",23,16,7,0,0,0,0,0
"2018-10-17 19:30:00",12,10,1,1,0,0,0,0
"2018-10-17 19:45:00",44,19,25,0,0,0,0,0
"2018-10-17 20:00:00",19,8,9,2,0,0,0,0
"2018-10-17 20:15:00",10,10,0,0,0,0,0,0
"2018-10-17 20:30:00",15,13,1,1,0,0,0,0
"2018-10-17 20:45:00",16,13,2,1,0,0,0,0
"2018-10-17 21:00:00",13,13,0,0,0,0,0,0
"2018-10-17 21:15:00",13,13,0,0,0,0,0,0
"2018-10-17 21:30:00",6,6,0,0,0,0,0,0
"2018-10-17 21:45:00",15,14,1,0,0,0,0,0
"2018-10-17 22:00:00",26,13,13,0,0,0,0,0
"2018-10-17 22:15:00",12,10,2,0,0,0,0,0
"2018-10-17 22:30:00",18,15,3,0,0,0,0,0
"2018-10-17 22:45:00",40,30,8,2,0,0,0,0
"2018-10-17 23:00:00",40,28,4,7,1,0,0,0
"2018-10-17 23:15:00",19,14,4,1,0,0,0,0
"2018-10-17 23:30:00",12,5,0,7,0,0,0,0
"2018-10-17 23:45:00",10,9,1,0,0,0,0,0
"2018-10-18 00:00:00",14,12,1,1,0,0,0,0
"2018-10-18 00:15:00",11,10,0,1,0,0,0,0
"2018-10-18 00:30:00",30,17,11,1,1,0,0,0
"2018-10-18 00:45:00",25,13,12,0,0,0,0,0
"2018-10-18 01:00:00",14,14,0,0,0,0,0,0
"2018-10-18 01:15:00",15,10,3,2,0,0,0,0
"2018-10-18 01:30:00",12,5,5,2,0,0,0,0
"2018-10-18 01:45:00",22,20,2,0,0,0,0,0
"2018-10-18 02:00:00",21,18,2,1,0,0,0,0
"2018-10-18 02:15:00",9,7,2,0,0,0,0,0
"2018-10-18 02:30:00",9,4,1,4,0,0,0,0
"2018-10-18 02:45:00",12,11,1,0,0,0,0,0
"2018-10-18 03:00:00",32,18,12,1,1,0,0,0
"2018-10-18 03:15:00",21,15,5,1,0,0,0,0
"2018-10-18 03:30:00",11,10,1,0,0,0,0,0
"2018-10-18 03:45:00",8,7,1,0,0,0,0,0
"2018-10-18 04:00:00",8,7,0,1,0,0,0,0
"2018-10-18 04:15:00",7,7,0,0,0,0,0,0
"2018-10-18 04:30:00",10,10,0,0,0,0,0,0
"2018-10-18 04:45:00",7,7,0,0,0,0,0,0
"2018-10-18 05:00:00",16,13,2,1,0,0,0,0
"2018-10-18 05:15:00",8,7,0,0,0,1,0,0
"2018-10-18 05:30:00",10,4,2,0,0,4,0,0
"2018-10-18 05:45:00",11,7,2,2,0,0,0,0
"2018-10-18 06:00:00",11,10,1,0,0,0,0,0
"2018-10-18 06:15:00",8,8,0,0,0,0,0,0
"2018-10-18 06:30:00",9,9,0,0,0,0,0,0
"2018-10-18 06:45:00",6,6,0,0,0,0,0,0
"2018-10-18 07:00:00",3,3,0,0,0,0,0,0
"2018-10-18 07:15:00",4,4,0,0,0,0,0,0
"2018-10-18 07:30:00",6,6,0,0,0,0,0,0
"2018-10-18 07:45:00",4,4,0,0,0,0,0,0
"2018-10-18 08:00:00",7,7,0,0,0,0,0,0
"2018-10-18 08:15:00",6,6,0,0,0,0,0,0
"2018-10-18 08:30:00",6,6,0,0,0,0,0,0
"2018-10-18 08:45:00",3,3,0,0,0,0,0,0
"2018-10-18 09:00:00",6,6,0,0,0,0,0,0
"2018-10-18 09:15:00",9,9,0,0,0,0,0,0
"2018-10-18 09:30:00",5,5,0,0,0,0,0,0
"2018-10-18 09:45:00",5,5,0,0,0,0,0,0
"2018-10-18 10:00:00",5,5,0,0,0,0,0,0
"2018-10-18 10:15:00",8,8,0,0,0,0,0,0
"2018-10-18 10:30:00",10,5,4,0,1,0,0,0
"2018-10-18 10:45:00",9,9,0,0,0,0,0,0
"2018-10-18 11:00:00",17,9,7,0,1,0,0,0
"2018-10-18 11:15:00",10,7,3,0,0,0,0,0
"2018-10-18 11:30:00",2,2,0,0,0,0,0,0
"2018-10-18 11:45:00",3,1,2,0,0,0,0,0
"2018-10-18 12:00:00",6,6,0,0,0,0,0,0
"2018-10-18 12:15:00",8,8,0,0,0,0,0,0
"2018-10-18 12:30:00",3,3,0,0,0,0,0,0
"2018-10-18 12:45:00",6,5,1,0,0,0,0,0
"2018-10-18 13:00:00",8,8,0,0,0,0,0,0
"2018-10-18 13:15:00",4,4,0,0,0,0,0,0
"2018-10-18 13:30:00",3,2,0,0,1,0,0,0
"2018-10-18 13:45:00",6,6,0,0,0,0,0,0
"2018-10-18 14:00:00",6,6,0,0,0,0,0,0
"2018-10-18 14:15:00",11,11,0,0,0,0,0,0
"2018-10-18 14:30:00",9,9,0,0,0,0,0,0
"2018-10-18 14:45:00",20,14,5,1,0,0,0,0
"2018-10-18 15:00:00",25,14,10,1,0,0,0,0
"2018-10-18 15:15:00",21,18,2,1,0,0,0,0
"2018-10-18 15:30:00",12,12,0,0,0,0,0,0
"2018-10-18 15:45:00",16,16,0,0,0,0,0,0
"2018-10-18 16:00:00",39,32,2,5,0,0,0,0
"2018-10-18 16:15:00",22,14,7,1,0,0,0,0
"2018-10-18 16:30:00",26,22,3,0,1,0,0,0
"2018-10-18 16:45:00",16,15,1,0,0,0,0,0
"2018-10-18 17:00:00",14,13,1,0,0,0,0,0
"2018-10-18 17:15:00",50,20,22,1,7,0,0,0
"2018-10-18 17:30:00",25,10,12,2,1,0,0,0
"2018-10-18 17:45:00",14,14,0,0,0,0,0,0
"2018-10-18 18:00:00",20,9,8,2,1,0,0,0
"2018-10-18 18:15:00",24,18,5,1,0,0,0,0
"2018-10-18 18:30:00",15,14,1,0,0,0,0,0
"2018-10-18 18:45:00",17,15,2,0,0,0,0,0
"2018-10-18 19:00:00",12,12,0,0,0,0,0,0
"2018-10-18 19:15:00",27,27,0,0,0,0,0,0
"2018-10-18 19:30:00",39,27,7,5,0,0,0,0
"2018-10-18 19:45:00",44,25,19,0,0,0,0,0
"2018-10-18 20:00:00",30,17,9,4,0,0,0,0
"2018-10-18 20:15:00",32,28,3,1,0,0,0,0
"2018-10-18 20:30:00",18,17,1,0,0,0,0,0
"2018-10-18 20:45:00",17,17,0,0,0,0,0,0
"2018-10-18 21:00:00",17,16,0,1,0,0,0,0
"2018-10-18 21:15:00",27,26,0,1,0,0,0,0
"2018-10-18 21:30:00",25,23,2,0,0,0,0,0
"2018-10-18 21:45:00",20,17,2,1,0,0,0,0
"2018-10-18 22:00:00",23,22,1,0,0,0,0,0
"2018-10-18 22:15:00",20,20,0,0,0,0,0,0
"2018-10-18 22:30:00",36,19,2,14,1,0,0,0
"2018-10-18 22:45:00",22,21,0,1,0,0,0,0
"2018-10-18 23:00:00",13,13,0,0,0,0,0,0
"2018-10-18 23:15:00",31,29,2,0,0,0,0,0
"2018-10-18 23:30:00",29,29,0,0,0,0,0,0
"2018-10-18 23:45:00",19,19,0,0,0,0,0,0
"2018-10-19 00:00:00",14,13,1,0,0,0,0,0
"2018-10-19 00:15:00",26,25,1,0,0,0,0,0
"2018-10-19 00:30:00",17,17,0,0,0,0,0,0
"2018-10-19 00:45:00",21,21,0,0,0,0,0,0
"2018-10-19 01:00:00",19,19,0,0,0,0,0,0
"2018-10-19 01:15:00",9,8,0,0,1,0,0,0
"2018-10-19 01:30:00",8,8,0,0,0,0,0,0
"2018-10-19 01:45:00",14,14,0,0,0,0,0,0
"2018-10-19 02:00:00",7,7,0,0,0,0,0,0
"2018-10-19 02:15:00",26,22,3,1,0,0,0,0
"2018-10-19 02:30:00",11,11,0,0,0,0,0,0
"2018-10-19 02:45:00",10,10,0,0,0,0,0,0
"2018-10-19 03:00:00",6,6,0,0,0,0,0,0
"2018-10-19 03:15:00",17,17,0,0,0,0,0,0
"2018-10-19 03:30:00",17,16,1,0,0,0,0,0
"2018-10-19 03:45:00",17,15,1,1,0,0,0,0
"2018-10-19 04:00:00",14,13,0,0,1,0,0,0
"2018-10-19 04:15:00",16,16,0,0,0,0,0,0
"2018-10-19 04:30:00",13,12,0,1,0,0,0,0
"2018-10-19 04:45:00",7,6,0,1,0,0,0,0
"2018-10-19 05:00:00",9,9,0,0,0,0,0,0
"2018-10-19 05:15:00",15,12,3,0,0,0,0,0
"2018-10-19 05:30:00",8,8,0,0,0,0,0,0
"2018-10-19 05:45:00",10,9,1,0,0,0,0,0
"2018-10-19 06:00:00",11,9,1,0,1,0,0,0
"2018-10-19 06:15:00",12,11,1,0,0,0,0,0
"2018-10-19 06:30:00",9,9,0,0,0,0,0,0
"2018-10-19 06:45:00",15,15,0,0,0,0,0,0
"2018-10-19 07:00:00",12,11,0,0,1,0,0,0
"2018-10-19 07:15:00",15,15,0,0,0,0,0,0
"2018-10-19 07:30:00",7,7,0,0,0,0,0,0
"2018-10-19 07:45:00",11,11,0,0,0,0,0,0
"2018-10-19 08:00:00",13,13,0,0,0,0,0,0
"2018-10-19 08:15:00",12,12,0,0,0,0,0,0
"2018-10-19 08:30:00",4,4,0,0,0,0,0,0
"2018-10-19 08:45:00",10,10,0,0,0,0,0,0
"2018-10-19 09:00:00",20,19,0,0,1,0,0,0
"2018-10-19 09:15:00",22,20,0,0,2,0,0,0
"2018-10-19 09:30:00",11,11,0,0,0,0,0,0
"2018-10-19 09:45:00",9,9,0,0,0,0,0,0
"2018-10-19 10:00:00",15,15,0,0,0,0,0,0
"2018-10-19 10:15:00",5,5,0,0,0,0,0,0
"2018-10-19 10:30:00",15,15,0,0,0,0,0,0
"2018-10-19 10:45:00",8,8,0,0,0,0,0,0
"2018-10-19 11:00:00",19,17,2,0,0,0,0,0
"2018-10-19 11:15:00",11,11,0,0,0,0,0,0
"2018-10-19 11:30:00",11,10,1,0,0,0,0,0
"2018-10-19 11:45:00",14,14,0,0,0,0,0,0
"2018-10-19 12:00:00",12,12,0,0,0,0,0,0
"2018-10-19 12:15:00",9,9,0,0,0,0,0,0
"2018-10-19 12:30:00",10,9,0,0,1,0,0,0
"2018-10-19 12:45:00",10,10,0,0,0,0,0,0
"2018-10-19 13:00:00",9,9,0,0,0,0,0,0
"2018-10-19 13:15:00",4,4,0,0,0,0,0,0
"2018-10-19 13:30:00",10,7,1,0,0,2,0,0
"2018-10-19 13:45:00",10,10,0,0,0,0,0,0
"2018-10-19 14:00:00",10,10,0,0,0,0,0,0
"2018-10-19 14:15:00",20,20,0,0,0,0,0,0
"2018-10-19 14:30:00",13,12,1,0,0,0,0,0
"2018-10-19 14:45:00",26,25,1,0,0,0,0,0
"2018-10-19 15:00:00",30,29,0,1,0,0,0,0
"2018-10-19 15:15:00",42,35,5,0,2,0,0,0
"2018-10-19 15:30:00",21,17,3,0,1,0,0,0
"2018-10-19 15:45:00",27,23,4,0,0,0,0,0
"2018-10-19 16:00:00",23,20,2,1,0,0,0,0
"2018-10-19 16:15:00",26,21,4,1,0,0,0,0
"2018-10-19 16:30:00",24,22,2,0,0,0,0,0
"2018-10-19 16:45:00",26,22,0,3,1,0,0,0
"2018-10-19 17:00:00",19,18,1,0,0,0,0,0
"2018-10-19 17:15:00",19,19,0,0,0,0,0,0
"2018-10-19 17:30:00",22,22,0,0,0,0,0,0
"2018-10-19 17:45:00",29,21,6,0,2,0,0,0
"2018-10-19 18:00:00",23,23,0,0,0,0,0,0
"2018-10-19 18:15:00",30,28,1,0,1,0,0,0
"2018-10-19 18:30:00",39,38,0,0,1,0,0,0
"2018-10-19 18:45:00",35,11,3,0,6,15,0,0
"2018-10-19 19:00:00",27,1,0,0,0,26,0,0
"2018-10-19 19:15:00",30,0,0,0,0,30,0,0
"2018-10-19 19:30:00",20,19,0,0,0,1,0,0
"2018-10-19 19:45:00",18,17,0,0,1,0,0,0
"2018-10-19 20:00:00",20,20,0,0,0,0,0,0
"2018-10-19 20:15:00",29,28,1,0,0,0,0,0
"2018-10-19 20:30:00",29,26,1,0,2,0,0,0
"2018-10-19 20:45:00",23,21,2,0,0,0,0,0
"2018-10-19 21:00:00",31,25,1,0,5,0,0,0
"2018-10-19 21:15:00",23,3,0,0,13,7,0,0
"2018-10-19 21:30:00",23,8,0,0,15,0,0,0
"2018-10-19 21:45:00",23,12,0,0,11,0,0,0
"2018-10-19 22:00:00",33,25,4,0,4,0,0,0
"2018-10-19 22:15:00",23,22,1,0,0,0,0,0
"2018-10-19 22:30:00",22,16,2,0,4,0,0,0
"2018-10-19 22:45:00",31,30,0,0,1,0,0,0
"2018-10-19 23:00:00",23,21,0,1,1,0,0,0
